,id,label,hemisphere,structure,scale,yeo_7,von_economo
845,180,7Networks_LH_Default_PFC_15,L,cortex,scale422,,
846,181,7Networks_LH_Default_PFC_16,L,cortex,scale422,,
847,182,7Networks_LH_Default_PFC_17,L,cortex,scale422,,
848,183,7Networks_LH_Default_PFC_18,L,cortex,scale422,,
849,184,7Networks_LH_Default_PFC_19,L,cortex,scale422,,
850,185,7Networks_LH_Default_PFC_20,L,cortex,scale422,,
851,186,7Networks_LH_Default_PFC_21,L,cortex,scale422,,
852,187,7Networks_LH_Default_PFC_22,L,cortex,scale422,,
853,188,7Networks_LH_Default_PFC_23,L,cortex,scale422,,
854,189,7Networks_LH_Default_PFC_24,L,cortex,scale422,,
855,190,7Networks_LH_Default_PCC_1,L,cortex,scale422,,
856,191,7Networks_LH_Default_PCC_2,L,cortex,scale422,,
857,192,7Networks_LH_Default_PCC_3,L,cortex,scale422,,
858,193,7Networks_LH_Default_PCC_4,L,cortex,scale422,,
859,194,7Networks_LH_Default_PCC_5,L,cortex,scale422,,
860,195,7Networks_LH_Default_PCC_6,L,cortex,scale422,,
861,196,7Networks_LH_Default_PCC_7,L,cortex,scale422,,
862,197,7Networks_LH_Default_PCC_8,L,cortex,scale422,,
863,198,7Networks_LH_Default_PCC_9,L,cortex,scale422,,
864,199,7Networks_LH_Default_PCC_10,L,cortex,scale422,,
865,200,7Networks_LH_Default_PCC_11,L,cortex,scale422,,
866,201,7Networks_RH_Vis_1,R,cortex,scale422,,
867,202,7Networks_RH_Vis_2,R,cortex,scale422,,
868,203,7Networks_RH_Vis_3,R,cortex,scale422,,
869,204,7Networks_RH_Vis_4,R,cortex,scale422,,
870,205,7Networks_RH_Vis_5,R,cortex,scale422,,
871,206,7Networks_RH_Vis_6,R,cortex,scale422,,
872,207,7Networks_RH_Vis_7,R,cortex,scale422,,
873,208,7Networks_RH_Vis_8,R,cortex,scale422,,
874,209,7Networks_RH_Vis_9,R,cortex,scale422,,
875,210,7Networks_RH_Vis_10,R,cortex,scale422,,
876,211,7Networks_RH_Vis_11,R,cortex,scale422,,
877,212,7Networks_RH_Vis_12,R,cortex,scale422,,
878,213,7Networks_RH_Vis_13,R,cortex,scale422,,
879,214,7Networks_RH_Vis_14,R,cortex,scale422,,
880,215,7Networks_RH_Vis_15,R,cortex,scale422,,
881,216,7Networks_RH_Vis_16,R,cortex,scale422,,
882,217,7Networks_RH_Vis_17,R,cortex,scale422,,
883,218,7Networks_RH_Vis_18,R,cortex,scale422,,
884,219,7Networks_RH_Vis_19,R,cortex,scale422,,
885,220,7Networks_RH_Vis_20,R,cortex,scale422,,
886,221,7Networks_RH_Vis_21,R,cortex,scale422,,
887,222,7Networks_RH_Vis_22,R,cortex,scale422,,
888,223,7Networks_RH_Vis_23,R,cortex,scale422,,
889,224,7Networks_RH_Vis_24,R,cortex,scale422,,
890,225,7Networks_RH_Vis_25,R,cortex,scale422,,
891,226,7Networks_RH_Vis_26,R,cortex,scale422,,
892,227,7Networks_RH_Vis_27,R,cortex,scale422,,
893,228,7Networks_RH_Vis_28,R,cortex,scale422,,
894,229,7Networks_RH_Vis_29,R,cortex,scale422,,
895,230,7Networks_RH_Vis_30,R,cortex,scale422,,
896,231,7Networks_RH_SomMot_1,R,cortex,scale422,,
897,232,7Networks_RH_SomMot_2,R,cortex,scale422,,
898,233,7Networks_RH_SomMot_3,R,cortex,scale422,,
899,234,7Networks_RH_SomMot_4,R,cortex,scale422,,
900,235,7Networks_RH_SomMot_5,R,cortex,scale422,,
901,236,7Networks_RH_SomMot_6,R,cortex,scale422,,
902,237,7Networks_RH_SomMot_7,R,cortex,scale422,,
903,238,7Networks_RH_SomMot_8,R,cortex,scale422,,
904,239,7Networks_RH_SomMot_9,R,cortex,scale422,,
905,240,7Networks_RH_SomMot_10,R,cortex,scale422,,
906,241,7Networks_RH_SomMot_11,R,cortex,scale422,,
907,242,7Networks_RH_SomMot_12,R,cortex,scale422,,
908,243,7Networks_RH_SomMot_13,R,cortex,scale422,,
909,244,7Networks_RH_SomMot_14,R,cortex,scale422,,
910,245,7Networks_RH_SomMot_15,R,cortex,scale422,,
911,246,7Networks_RH_SomMot_16,R,cortex,scale422,,
912,247,7Networks_RH_SomMot_17,R,cortex,scale422,,
913,248,7Networks_RH_SomMot_18,R,cortex,scale422,,
914,249,7Networks_RH_SomMot_19,R,cortex,scale422,,
915,250,7Networks_RH_SomMot_20,R,cortex,scale422,,
916,251,7Networks_RH_SomMot_21,R,cortex,scale422,,
917,252,7Networks_RH_SomMot_22,R,cortex,scale422,,
918,253,7Networks_RH_SomMot_23,R,cortex,scale422,,
919,254,7Networks_RH_SomMot_24,R,cortex,scale422,,
920,255,7Networks_RH_SomMot_25,R,cortex,scale422,,
921,256,7Networks_RH_SomMot_26,R,cortex,scale422,,
922,257,7Networks_RH_SomMot_27,R,cortex,scale422,,
923,258,7Networks_RH_SomMot_28,R,cortex,scale422,,
924,259,7Networks_RH_SomMot_29,R,cortex,scale422,,
925,260,7Networks_RH_SomMot_30,R,cortex,scale422,,
926,261,7Networks_RH_SomMot_31,R,cortex,scale422,,
927,262,7Networks_RH_SomMot_32,R,cortex,scale422,,
928,263,7Networks_RH_SomMot_33,R,cortex,scale422,,
929,264,7Networks_RH_SomMot_34,R,cortex,scale422,,
930,265,7Networks_RH_SomMot_35,R,cortex,scale422,,
931,266,7Networks_RH_SomMot_36,R,cortex,scale422,,
932,267,7Networks_RH_SomMot_37,R,cortex,scale422,,
933,268,7Networks_RH_SomMot_38,R,cortex,scale422,,
934,269,7Networks_RH_SomMot_39,R,cortex,scale422,,
935,270,7Networks_RH_SomMot_40,R,cortex,scale422,,
936,271,7Networks_RH_DorsAttn_Post_1,R,cortex,scale422,,
937,272,7Networks_RH_DorsAttn_Post_2,R,cortex,scale422,,
938,273,7Networks_RH_DorsAttn_Post_3,R,cortex,scale422,,
939,274,7Networks_RH_DorsAttn_Post_4,R,cortex,scale422,,
940,275,7Networks_RH_DorsAttn_Post_5,R,cortex,scale422,,
941,276,7Networks_RH_DorsAttn_Post_6,R,cortex,scale422,,
942,277,7Networks_RH_DorsAttn_Post_7,R,cortex,scale422,,
943,278,7Networks_RH_DorsAttn_Post_8,R,cortex,scale422,,
944,279,7Networks_RH_DorsAttn_Post_9,R,cortex,scale422,,
945,280,7Networks_RH_DorsAttn_Post_10,R,cortex,scale422,,
946,281,7Networks_RH_DorsAttn_Post_11,R,cortex,scale422,,
947,282,7Networks_RH_DorsAttn_Post_12,R,cortex,scale422,,
948,283,7Networks_RH_DorsAttn_Post_13,R,cortex,scale422,,
949,284,7Networks_RH_DorsAttn_Post_14,R,cortex,scale422,,
950,285,7Networks_RH_DorsAttn_Post_15,R,cortex,scale422,,
951,286,7Networks_RH_DorsAttn_Post_16,R,cortex,scale422,,
952,287,7Networks_RH_DorsAttn_Post_17,R,cortex,scale422,,
953,288,7Networks_RH_DorsAttn_Post_18,R,cortex,scale422,,
954,289,7Networks_RH_DorsAttn_Post_19,R,cortex,scale422,,
955,290,7Networks_RH_DorsAttn_FEF_1,R,cortex,scale422,,
956,291,7Networks_RH_DorsAttn_FEF_2,R,cortex,scale422,,
957,292,7Networks_RH_DorsAttn_FEF_3,R,cortex,scale422,,
958,293,7Networks_RH_DorsAttn_PrCv_1,R,cortex,scale422,,
959,294,7Networks_RH_SalVentAttn_TempOccPar_1,R,cortex,scale422,,
960,295,7Networks_RH_SalVentAttn_TempOccPar_2,R,cortex,scale422,,
961,296,7Networks_RH_SalVentAttn_TempOccPar_3,R,cortex,scale422,,
962,297,7Networks_RH_SalVentAttn_TempOccPar_4,R,cortex,scale422,,
963,298,7Networks_RH_SalVentAttn_TempOccPar_5,R,cortex,scale422,,
964,299,7Networks_RH_SalVentAttn_TempOccPar_6,R,cortex,scale422,,
965,300,7Networks_RH_SalVentAttn_TempOccPar_7,R,cortex,scale422,,
966,301,7Networks_RH_SalVentAttn_PrC_1,R,cortex,scale422,,
967,302,7Networks_RH_SalVentAttn_FrOper_1,R,cortex,scale422,,
968,303,7Networks_RH_SalVentAttn_FrOper_2,R,cortex,scale422,,
969,304,7Networks_RH_SalVentAttn_FrOper_3,R,cortex,scale422,,
970,305,7Networks_RH_SalVentAttn_FrOper_4,R,cortex,scale422,,
971,306,7Networks_RH_SalVentAttn_FrOper_5,R,cortex,scale422,,
972,307,7Networks_RH_SalVentAttn_FrOper_6,R,cortex,scale422,,
973,308,7Networks_RH_SalVentAttn_FrOper_7,R,cortex,scale422,,
974,309,7Networks_RH_SalVentAttn_FrOper_8,R,cortex,scale422,,
975,310,7Networks_RH_SalVentAttn_PFCl_1,R,cortex,scale422,,
976,311,7Networks_RH_SalVentAttn_Med_1,R,cortex,scale422,,
977,312,7Networks_RH_SalVentAttn_Med_2,R,cortex,scale422,,
978,313,7Networks_RH_SalVentAttn_Med_3,R,cortex,scale422,,
979,314,7Networks_RH_SalVentAttn_Med_4,R,cortex,scale422,,
980,315,7Networks_RH_SalVentAttn_Med_5,R,cortex,scale422,,
981,316,7Networks_RH_SalVentAttn_Med_6,R,cortex,scale422,,
982,317,7Networks_RH_SalVentAttn_Med_7,R,cortex,scale422,,
983,318,7Networks_RH_SalVentAttn_Med_8,R,cortex,scale422,,
984,319,7Networks_RH_Limbic_OFC_1,R,cortex,scale422,,
985,320,7Networks_RH_Limbic_OFC_2,R,cortex,scale422,,
986,321,7Networks_RH_Limbic_OFC_3,R,cortex,scale422,,
987,322,7Networks_RH_Limbic_OFC_4,R,cortex,scale422,,
988,323,7Networks_RH_Limbic_OFC_5,R,cortex,scale422,,
989,324,7Networks_RH_Limbic_OFC_6,R,cortex,scale422,,
990,325,7Networks_RH_Limbic_TempPole_1,R,cortex,scale422,,
991,326,7Networks_RH_Limbic_TempPole_2,R,cortex,scale422,,
992,327,7Networks_RH_Limbic_TempPole_3,R,cortex,scale422,,
993,328,7Networks_RH_Limbic_TempPole_4,R,cortex,scale422,,
994,329,7Networks_RH_Limbic_TempPole_5,R,cortex,scale422,,
995,330,7Networks_RH_Limbic_TempPole_6,R,cortex,scale422,,
996,331,7Networks_RH_Limbic_TempPole_7,R,cortex,scale422,,
997,332,7Networks_RH_Cont_Par_1,R,cortex,scale422,,
998,333,7Networks_RH_Cont_Par_2,R,cortex,scale422,,
999,334,7Networks_RH_Cont_Par_3,R,cortex,scale422,,
1000,335,7Networks_RH_Cont_Par_4,R,cortex,scale422,,
1001,336,7Networks_RH_Cont_Par_5,R,cortex,scale422,,
1002,337,7Networks_RH_Cont_Par_6,R,cortex,scale422,,
1003,338,7Networks_RH_Cont_Temp_1,R,cortex,scale422,,
1004,339,7Networks_RH_Cont_Temp_2,R,cortex,scale422,,
1005,340,7Networks_RH_Cont_PFCv_1,R,cortex,scale422,,
1006,341,7Networks_RH_Cont_PFCl_1,R,cortex,scale422,,
1007,342,7Networks_RH_Cont_PFCl_2,R,cortex,scale422,,
1008,343,7Networks_RH_Cont_PFCl_3,R,cortex,scale422,,
1009,344,7Networks_RH_Cont_PFCl_4,R,cortex,scale422,,
1010,345,7Networks_RH_Cont_PFCl_5,R,cortex,scale422,,
1011,346,7Networks_RH_Cont_PFCl_6,R,cortex,scale422,,
1012,347,7Networks_RH_Cont_PFCl_7,R,cortex,scale422,,
1013,348,7Networks_RH_Cont_PFCl_8,R,cortex,scale422,,
1014,349,7Networks_RH_Cont_PFCl_9,R,cortex,scale422,,
1015,350,7Networks_RH_Cont_PFCl_10,R,cortex,scale422,,
1016,351,7Networks_RH_Cont_PFCl_11,R,cortex,scale422,,
1017,352,7Networks_RH_Cont_PFCl_12,R,cortex,scale422,,
1018,353,7Networks_RH_Cont_PFCl_13,R,cortex,scale422,,
1019,354,7Networks_RH_Cont_PFCl_14,R,cortex,scale422,,
1020,355,7Networks_RH_Cont_PFCl_15,R,cortex,scale422,,
1021,356,7Networks_RH_Cont_pCun_1,R,cortex,scale422,,
1022,357,7Networks_RH_Cont_pCun_2,R,cortex,scale422,,
1023,358,7Networks_RH_Cont_Cing_1,R,cortex,scale422,,
1024,359,7Networks_RH_Cont_Cing_2,R,cortex,scale422,,
1025,360,7Networks_RH_Cont_PFCmp_1,R,cortex,scale422,,
1026,361,7Networks_RH_Cont_PFCmp_2,R,cortex,scale422,,
1027,362,7Networks_RH_Default_Par_1,R,cortex,scale422,,
1028,363,7Networks_RH_Default_Par_2,R,cortex,scale422,,
1029,364,7Networks_RH_Default_Par_3,R,cortex,scale422,,
1030,365,7Networks_RH_Default_Par_4,R,cortex,scale422,,
1031,366,7Networks_RH_Default_Par_5,R,cortex,scale422,,
1032,367,7Networks_RH_Default_Temp_1,R,cortex,scale422,,
1033,368,7Networks_RH_Default_Temp_2,R,cortex,scale422,,
1034,369,7Networks_RH_Default_Temp_3,R,cortex,scale422,,
1035,370,7Networks_RH_Default_Temp_4,R,cortex,scale422,,
1036,371,7Networks_RH_Default_Temp_5,R,cortex,scale422,,
1037,372,7Networks_RH_Default_Temp_6,R,cortex,scale422,,
1038,373,7Networks_RH_Default_Temp_7,R,cortex,scale422,,
1039,374,7Networks_RH_Default_Temp_8,R,cortex,scale422,,
1040,375,7Networks_RH_Default_PFCv_1,R,cortex,scale422,,
1041,376,7Networks_RH_Default_PFCv_2,R,cortex,scale422,,
1042,377,7Networks_RH_Default_PFCv_3,R,cortex,scale422,,
1043,378,7Networks_RH_Default_PFCv_4,R,cortex,scale422,,
1044,379,7Networks_RH_Default_PFCm_1,R,cortex,scale422,,
1045,380,7Networks_RH_Default_PFCm_2,R,cortex,scale422,,
1046,381,7Networks_RH_Default_PFCm_3,R,cortex,scale422,,
1047,382,7Networks_RH_Default_PFCm_4,R,cortex,scale422,,
1048,383,7Networks_RH_Default_PFCm_5,R,cortex,scale422,,
1049,384,7Networks_RH_Default_PFCm_6,R,cortex,scale422,,
1050,385,7Networks_RH_Default_PFCm_7,R,cortex,scale422,,
1051,386,7Networks_RH_Default_PFCm_8,R,cortex,scale422,,
1052,387,7Networks_RH_Default_PFCm_9,R,cortex,scale422,,
1053,388,7Networks_RH_Default_PFCm_10,R,cortex,scale422,,
1054,389,7Networks_RH_Default_PFCm_11,R,cortex,scale422,,
1055,390,7Networks_RH_Default_PFCm_12,R,cortex,scale422,,
1056,391,7Networks_RH_Default_PFCm_13,R,cortex,scale422,,
1057,392,7Networks_RH_Default_PCC_1,R,cortex,scale422,,
1058,393,7Networks_RH_Default_PCC_2,R,cortex,scale422,,
1059,394,7Networks_RH_Default_PCC_3,R,cortex,scale422,,
1060,395,7Networks_RH_Default_PCC_4,R,cortex,scale422,,
1061,396,7Networks_RH_Default_PCC_5,R,cortex,scale422,,
1062,397,7Networks_RH_Default_PCC_6,R,cortex,scale422,,
1063,398,7Networks_RH_Default_PCC_7,R,cortex,scale422,,
1064,399,7Networks_RH_Default_PCC_8,R,cortex,scale422,,
1065,400,7Networks_RH_Default_PCC_9,R,cortex,scale422,,
1066,401,Left red nucleus,L,subcortex,scale422,,
1067,402,Right red nucleus,R,subcortex,scale422,,
1068,403,Left substantia nigra,L,subcortex,scale422,,
1069,404,Right substantia nigra,R,subcortex,scale422,,
1070,405,Left subthalamic nucleus,L,subcortex,scale422,,
1071,406,Right subthalamic nucleus,R,subcortex,scale422,,
1072,407,Left caudate,L,subcortex,scale422,,
1073,408,Right caudate,R,subcortex,scale422,,
1074,409,Left putamen,L,subcortex,scale422,,
1075,410,Right putamen,R,subcortex,scale422,,
1076,411,Left globus pallidus externa,L,subcortex,scale422,,
1077,412,Right globus pallidus externa,R,subcortex,scale422,,
1078,413,Left globus pallidus interna,L,subcortex,scale422,,
1079,414,Right globus pallidus interna,R,subcortex,scale422,,
1080,415,Left thalamus,L,subcortex,scale422,,
1081,416,Right thalamus,R,subcortex,scale422,,
1082,417,Left hippocampus,L,subcortex,scale422,,
1083,418,Right hippocampus,R,subcortex,scale422,,
1084,419,Left nucleus accumbens,L,subcortex,scale422,,
1085,420,Right nucleus accumbens,R,subcortex,scale422,,
1086,421,Left amygdala,L,subcortex,scale422,,
1087,422,Right amygdala,R,subcortex,scale422,,
1088,1,7Networks_LH_Vis_1,L,cortex,scale1022,Vis,
1089,2,7Networks_LH_Vis_2,L,cortex,scale1022,Vis,
1090,3,7Networks_LH_Vis_3,L,cortex,scale1022,Vis,
1091,4,7Networks_LH_Vis_4,L,cortex,scale1022,Vis,
1092,5,7Networks_LH_Vis_5,L,cortex,scale1022,Vis,
1093,6,7Networks_LH_Vis_6,L,cortex,scale1022,Vis,
1094,7,7Networks_LH_Vis_7,L,cortex,scale1022,Vis,
1095,8,7Networks_LH_Vis_8,L,cortex,scale1022,Vis,
1096,9,7Networks_LH_Vis_9,L,cortex,scale1022,Vis,
1097,10,7Networks_LH_Vis_10,L,cortex,scale1022,Vis,
1098,11,7Networks_LH_Vis_11,L,cortex,scale1022,Vis,
1099,12,7Networks_LH_Vis_12,L,cortex,scale1022,Vis,
1100,13,7Networks_LH_Vis_13,L,cortex,scale1022,Vis,
1101,14,7Networks_LH_Vis_14,L,cortex,scale1022,Vis,
1102,15,7Networks_LH_Vis_15,L,cortex,scale1022,Vis,
1103,16,7Networks_LH_Vis_16,L,cortex,scale1022,Vis,
1104,17,7Networks_LH_Vis_17,L,cortex,scale1022,Vis,
1105,18,7Networks_LH_Vis_18,L,cortex,scale1022,Vis,
1106,19,7Networks_LH_Vis_19,L,cortex,scale1022,Vis,
1107,20,7Networks_LH_Vis_20,L,cortex,scale1022,Vis,
1108,21,7Networks_LH_Vis_21,L,cortex,scale1022,Vis,
1109,22,7Networks_LH_Vis_22,L,cortex,scale1022,Vis,
1110,23,7Networks_LH_Vis_23,L,cortex,scale1022,Vis,
1111,24,7Networks_LH_Vis_24,L,cortex,scale1022,Vis,
1112,25,7Networks_LH_Vis_25,L,cortex,scale1022,Vis,
1113,26,7Networks_LH_Vis_26,L,cortex,scale1022,Vis,
1114,27,7Networks_LH_Vis_27,L,cortex,scale1022,Vis,
1115,28,7Networks_LH_Vis_28,L,cortex,scale1022,Vis,
1116,29,7Networks_LH_Vis_29,L,cortex,scale1022,Vis,
1117,30,7Networks_LH_Vis_30,L,cortex,scale1022,Vis,
1118,31,7Networks_LH_Vis_31,L,cortex,scale1022,Vis,
1119,32,7Networks_LH_Vis_32,L,cortex,scale1022,Vis,
1120,33,7Networks_LH_Vis_33,L,cortex,scale1022,Vis,
1121,34,7Networks_LH_Vis_34,L,cortex,scale1022,Vis,
1122,35,7Networks_LH_Vis_35,L,cortex,scale1022,Vis,
1123,36,7Networks_LH_Vis_36,L,cortex,scale1022,Vis,
1124,37,7Networks_LH_Vis_37,L,cortex,scale1022,Vis,
1125,38,7Networks_LH_Vis_38,L,cortex,scale1022,Vis,
1126,39,7Networks_LH_Vis_39,L,cortex,scale1022,Vis,
1127,40,7Networks_LH_Vis_40,L,cortex,scale1022,Vis,
1128,41,7Networks_LH_Vis_41,L,cortex,scale1022,Vis,
1129,42,7Networks_LH_Vis_42,L,cortex,scale1022,Vis,
1130,43,7Networks_LH_Vis_43,L,cortex,scale1022,Vis,
1131,44,7Networks_LH_Vis_44,L,cortex,scale1022,Vis,
1132,45,7Networks_LH_Vis_45,L,cortex,scale1022,Vis,
1133,46,7Networks_LH_Vis_46,L,cortex,scale1022,Vis,
1134,47,7Networks_LH_Vis_47,L,cortex,scale1022,Vis,
1135,48,7Networks_LH_Vis_48,L,cortex,scale1022,Vis,
1136,49,7Networks_LH_Vis_49,L,cortex,scale1022,Vis,
1137,50,7Networks_LH_Vis_50,L,cortex,scale1022,Vis,
1138,51,7Networks_LH_Vis_51,L,cortex,scale1022,Vis,
1139,52,7Networks_LH_Vis_52,L,cortex,scale1022,Vis,
1140,53,7Networks_LH_Vis_53,L,cortex,scale1022,Vis,
1141,54,7Networks_LH_Vis_54,L,cortex,scale1022,Vis,
1142,55,7Networks_LH_Vis_55,L,cortex,scale1022,Vis,
1143,56,7Networks_LH_Vis_56,L,cortex,scale1022,Vis,
1144,57,7Networks_LH_Vis_57,L,cortex,scale1022,Vis,
1145,58,7Networks_LH_Vis_58,L,cortex,scale1022,Vis,
1146,59,7Networks_LH_Vis_59,L,cortex,scale1022,Vis,
1147,60,7Networks_LH_Vis_60,L,cortex,scale1022,Vis,
1148,61,7Networks_LH_Vis_61,L,cortex,scale1022,Vis,
1149,62,7Networks_LH_Vis_62,L,cortex,scale1022,Vis,
1150,63,7Networks_LH_Vis_63,L,cortex,scale1022,Vis,
1151,64,7Networks_LH_Vis_64,L,cortex,scale1022,Vis,
1152,65,7Networks_LH_Vis_65,L,cortex,scale1022,Vis,
1153,66,7Networks_LH_Vis_66,L,cortex,scale1022,Vis,
1154,67,7Networks_LH_Vis_67,L,cortex,scale1022,Vis,
1155,68,7Networks_LH_Vis_68,L,cortex,scale1022,Vis,
1156,69,7Networks_LH_Vis_69,L,cortex,scale1022,Vis,
1157,70,7Networks_LH_Vis_70,L,cortex,scale1022,Vis,
1158,71,7Networks_LH_Vis_71,L,cortex,scale1022,Vis,
1159,72,7Networks_LH_Vis_72,L,cortex,scale1022,Vis,
1160,73,7Networks_LH_Vis_73,L,cortex,scale1022,Vis,
1161,74,7Networks_LH_Vis_74,L,cortex,scale1022,Vis,
1162,75,7Networks_LH_Vis_75,L,cortex,scale1022,Vis,
1163,76,7Networks_LH_Vis_76,L,cortex,scale1022,Vis,
1164,77,7Networks_LH_Vis_77,L,cortex,scale1022,Vis,
1165,78,7Networks_LH_Vis_78,L,cortex,scale1022,Vis,
1166,79,7Networks_LH_Vis_79,L,cortex,scale1022,Vis,
1167,80,7Networks_LH_Vis_80,L,cortex,scale1022,Vis,
1168,81,7Networks_LH_Vis_81,L,cortex,scale1022,Vis,
1169,82,7Networks_LH_SomMot_1,L,cortex,scale1022,SomMot,
1170,83,7Networks_LH_SomMot_2,L,cortex,scale1022,SomMot,
1171,84,7Networks_LH_SomMot_3,L,cortex,scale1022,SomMot,
1172,85,7Networks_LH_SomMot_4,L,cortex,scale1022,SomMot,
1173,86,7Networks_LH_SomMot_5,L,cortex,scale1022,SomMot,
1174,87,7Networks_LH_SomMot_6,L,cortex,scale1022,SomMot,
1175,88,7Networks_LH_SomMot_7,L,cortex,scale1022,SomMot,
1176,89,7Networks_LH_SomMot_8,L,cortex,scale1022,SomMot,
1177,90,7Networks_LH_SomMot_9,L,cortex,scale1022,SomMot,
1178,91,7Networks_LH_SomMot_10,L,cortex,scale1022,SomMot,
1179,92,7Networks_LH_SomMot_11,L,cortex,scale1022,SomMot,
1180,93,7Networks_LH_SomMot_12,L,cortex,scale1022,SomMot,
1181,94,7Networks_LH_SomMot_13,L,cortex,scale1022,SomMot,
1182,95,7Networks_LH_SomMot_14,L,cortex,scale1022,SomMot,
1183,96,7Networks_LH_SomMot_15,L,cortex,scale1022,SomMot,
1184,97,7Networks_LH_SomMot_16,L,cortex,scale1022,SomMot,
1185,98,7Networks_LH_SomMot_17,L,cortex,scale1022,SomMot,
1186,99,7Networks_LH_SomMot_18,L,cortex,scale1022,SomMot,
1187,100,7Networks_LH_SomMot_19,L,cortex,scale1022,SomMot,
1188,101,7Networks_LH_SomMot_20,L,cortex,scale1022,SomMot,
1189,102,7Networks_LH_SomMot_21,L,cortex,scale1022,SomMot,
1190,103,7Networks_LH_SomMot_22,L,cortex,scale1022,SomMot,
1191,104,7Networks_LH_SomMot_23,L,cortex,scale1022,SomMot,
1192,105,7Networks_LH_SomMot_24,L,cortex,scale1022,SomMot,
1193,106,7Networks_LH_SomMot_25,L,cortex,scale1022,SomMot,
1194,107,7Networks_LH_SomMot_26,L,cortex,scale1022,SomMot,
1195,108,7Networks_LH_SomMot_27,L,cortex,scale1022,SomMot,
1196,109,7Networks_LH_SomMot_28,L,cortex,scale1022,SomMot,
1197,110,7Networks_LH_SomMot_29,L,cortex,scale1022,SomMot,
1198,111,7Networks_LH_SomMot_30,L,cortex,scale1022,SomMot,
1199,112,7Networks_LH_SomMot_31,L,cortex,scale1022,SomMot,
1200,113,7Networks_LH_SomMot_32,L,cortex,scale1022,SomMot,
1201,114,7Networks_LH_SomMot_33,L,cortex,scale1022,SomMot,
1202,115,7Networks_LH_SomMot_34,L,cortex,scale1022,SomMot,
1203,116,7Networks_LH_SomMot_35,L,cortex,scale1022,SomMot,
1204,117,7Networks_LH_SomMot_36,L,cortex,scale1022,SomMot,
1205,118,7Networks_LH_SomMot_37,L,cortex,scale1022,SomMot,
1206,119,7Networks_LH_SomMot_38,L,cortex,scale1022,SomMot,
1207,120,7Networks_LH_SomMot_39,L,cortex,scale1022,SomMot,
1208,121,7Networks_LH_SomMot_40,L,cortex,scale1022,SomMot,
1209,122,7Networks_LH_SomMot_41,L,cortex,scale1022,SomMot,
1210,123,7Networks_LH_SomMot_42,L,cortex,scale1022,SomMot,
1211,124,7Networks_LH_SomMot_43,L,cortex,scale1022,SomMot,
1212,125,7Networks_LH_SomMot_44,L,cortex,scale1022,SomMot,
1213,126,7Networks_LH_SomMot_45,L,cortex,scale1022,SomMot,
1214,127,7Networks_LH_SomMot_46,L,cortex,scale1022,SomMot,
1215,128,7Networks_LH_SomMot_47,L,cortex,scale1022,SomMot,
1216,129,7Networks_LH_SomMot_48,L,cortex,scale1022,SomMot,
1217,130,7Networks_LH_SomMot_49,L,cortex,scale1022,SomMot,
1218,131,7Networks_LH_SomMot_50,L,cortex,scale1022,SomMot,
1219,132,7Networks_LH_SomMot_51,L,cortex,scale1022,SomMot,
1220,133,7Networks_LH_SomMot_52,L,cortex,scale1022,SomMot,
1221,134,7Networks_LH_SomMot_53,L,cortex,scale1022,SomMot,
1222,135,7Networks_LH_SomMot_54,L,cortex,scale1022,SomMot,
1223,136,7Networks_LH_SomMot_55,L,cortex,scale1022,SomMot,
1224,137,7Networks_LH_SomMot_56,L,cortex,scale1022,SomMot,
1225,138,7Networks_LH_SomMot_57,L,cortex,scale1022,SomMot,
1226,139,7Networks_LH_SomMot_58,L,cortex,scale1022,SomMot,
1227,140,7Networks_LH_SomMot_59,L,cortex,scale1022,SomMot,
1228,141,7Networks_LH_SomMot_60,L,cortex,scale1022,SomMot,
1229,142,7Networks_LH_SomMot_61,L,cortex,scale1022,SomMot,
1230,143,7Networks_LH_SomMot_62,L,cortex,scale1022,SomMot,
1231,144,7Networks_LH_SomMot_63,L,cortex,scale1022,SomMot,
1232,145,7Networks_LH_SomMot_64,L,cortex,scale1022,SomMot,
1233,146,7Networks_LH_SomMot_65,L,cortex,scale1022,SomMot,
1234,147,7Networks_LH_SomMot_66,L,cortex,scale1022,SomMot,
1235,148,7Networks_LH_SomMot_67,L,cortex,scale1022,SomMot,
1236,149,7Networks_LH_SomMot_68,L,cortex,scale1022,SomMot,
1237,150,7Networks_LH_SomMot_69,L,cortex,scale1022,SomMot,
1238,151,7Networks_LH_SomMot_70,L,cortex,scale1022,SomMot,
1239,152,7Networks_LH_SomMot_71,L,cortex,scale1022,SomMot,
1240,153,7Networks_LH_SomMot_72,L,cortex,scale1022,SomMot,
1241,154,7Networks_LH_SomMot_73,L,cortex,scale1022,SomMot,
1242,155,7Networks_LH_SomMot_74,L,cortex,scale1022,SomMot,
1243,156,7Networks_LH_SomMot_75,L,cortex,scale1022,SomMot,
1244,157,7Networks_LH_SomMot_76,L,cortex,scale1022,SomMot,
1245,158,7Networks_LH_SomMot_77,L,cortex,scale1022,SomMot,
1246,159,7Networks_LH_SomMot_78,L,cortex,scale1022,SomMot,
1247,160,7Networks_LH_SomMot_79,L,cortex,scale1022,SomMot,
1248,161,7Networks_LH_SomMot_80,L,cortex,scale1022,SomMot,
1249,162,7Networks_LH_SomMot_81,L,cortex,scale1022,SomMot,
1250,163,7Networks_LH_SomMot_82,L,cortex,scale1022,SomMot,
